5.650999832153320312e+01,1.437200012207031250e+02
5.761000061035156250e+01,1.445500030517578125e+02
5.754999923706054688e+01,1.444600067138671875e+02
5.759999847412109375e+01,1.440599975585937500e+02
5.804999923706054688e+01,1.442599945068359375e+02
5.827000045776367188e+01,1.459600067138671875e+02
5.834999847412109375e+01,1.461100006103515625e+02
5.820000076293945312e+01,1.470700073242187500e+02
5.788999938964843750e+01,1.473099975585937500e+02
5.781000137329101562e+01,1.480599975585937500e+02
5.795999908447265625e+01,1.499700012207031250e+02
5.825000000000000000e+01,1.503399963378906250e+02
5.834999847412109375e+01,1.503899993896484375e+02
5.790000152587890625e+01,1.496199951171875000e+02
5.822000122070312500e+01,1.494799957275390625e+02
5.761000061035156250e+01,1.495899963378906250e+02
5.881000137329101562e+01,1.512299957275390625e+02
5.890000152587890625e+01,1.520299987792968750e+02
5.850999832153320312e+01,1.523200073242187500e+02
5.804999923706054688e+01,1.513800048828125000e+02
