1.125352764129638672e+01,1.559246921539306641e+01,5.567234516143798828e+00,1.073619747161865234e+01,1.312898254394531250e+01,1.602959060668945312e+01,3.023933601379394531e+01,2.302000045776367188e+01,8.505000114440917969e+00,8.016504287719726562e+00,2.659249305725097656e+01,1.288191413879394531e+01,1.207615375518798828e+01,6.208323287963867188e+01,2.761072540283203125e+01,1.463583278656005859e+01,1.969430541992187500e+01,2.228565979003906250e+01,2.839999914169311523e+00,1.972137832641601562e+01,8.482111930847167969e+00,2.380000114440917969e+00,1.457359790802001953e+01,2.011151885986328125e+01,1.076911687850952148e+00,2.068000030517578125e+01,9.227835655212402344e+00,1.335918998718261719e+01,1.150714683532714844e+01,1.107932662963867188e+01
1.172847366333007812e+01,1.573819541931152344e+01,5.458869457244873047e+00,1.053136157989501953e+01,1.324510478973388672e+01,1.575097084045410156e+01,2.947138023376464844e+01,2.312999916076660156e+01,8.337499618530273438e+00,8.163763046264648438e+00,2.671096229553222656e+01,1.282529163360595703e+01,1.194063568115234375e+01,6.169239425659179688e+01,2.716360664367675781e+01,1.472167205810546875e+01,1.927164268493652344e+01,2.271492385864257812e+01,3.319999933242797852e+00,1.972137832641601562e+01,8.482111930847167969e+00,2.670000076293945312e+00,1.449950790405273438e+01,2.006589317321777344e+01,1.112880110740661621e+00,2.087999916076660156e+01,9.184398651123046875e+00,1.314985084533691406e+01,1.134456443786621094e+01,1.093485355377197266e+01
1.153502464294433594e+01,1.592226600646972656e+01,5.689144134521484375e+00,1.085627365112304688e+01,1.377149868011474609e+01,1.601217269897460938e+01,2.990903854370117188e+01,2.421999931335449219e+01,8.649999618530273438e+00,8.439877510070800781e+00,2.637924766540527344e+01,1.312964248657226562e+01,1.238483619689941406e+01,6.340489578247070312e+01,2.768524932861328125e+01,1.495344448089599609e+01,2.054862213134765625e+01,2.314419937133789062e+01,3.470000028610229492e+00,2.041918563842773438e+01,9.205515861511230469e+00,2.779999971389770508e+00,1.520336818695068359e+01,2.131602287292480469e+01,1.138999938964843750e+00,2.085000038146972656e+01,9.382274627685546875e+00,1.360730171203613281e+01,1.220263099670410156e+01,1.183179759979248047e+01
1.128577232360839844e+01,1.496355438232421875e+01,5.221821784973144531e+00,1.019938373565673828e+01,1.340766429901123047e+01,1.536785793304443359e+01,3.016501808166503906e+01,2.422999954223632812e+01,8.000000000000000000e+00,7.933669090270996094e+00,2.667936897277832031e+01,1.254924678802490234e+01,1.172982692718505859e+01,6.238165664672851562e+01,2.649288558959960938e+01,1.460149574279785156e+01,2.137596321105957031e+01,2.300720214843750000e+01,3.279999971389770508e+00,2.062686729431152344e+01,8.426465034484863281e+00,2.660000085830688477e+00,1.463287353515625000e+01,2.067727279663085938e+01,1.153558731079101562e+00,2.006999969482421875e+01,9.556021690368652344e+00,1.356853580474853516e+01,1.180521106719970703e+01,1.138934516906738281e+01
1.149533939361572266e+01,1.543139934539794922e+01,5.106684207916259766e+00,1.027708244323730469e+01,1.357796764373779297e+01,1.534173870086669922e+01,3.106509208679199219e+01,2.429000091552734375e+01,8.227499961853027344e+00,7.731186866760253906e+00,2.641083717346191406e+01,1.264834213256835938e+01,1.150396156311035156e+01,6.194823837280273438e+01,2.629167175292968750e+01,1.473025798797607422e+01,2.177164649963378906e+01,2.314419937133789062e+01,3.410000085830688477e+00,2.187295150756835938e+01,8.537756919860839844e+00,2.740000009536743164e+00,1.464768981933593750e+01,2.130689430236816406e+01,1.140712857246398926e+00,1.920000076293945312e+01,9.961429595947265625e+00,1.321963119506835938e+01,1.195424270629882812e+01,1.132914733886718750e+01
1.123244762420654297e+01,1.497121810913085938e+01,5.072820663452148438e+00,9.994553565979003906e+00,1.292771148681640625e+01,1.511535072326660156e+01,3.045404052734375000e+01,2.401000022888183594e+01,7.882500171661376953e+00,7.298609256744384766e+00,2.663988304138183594e+01,1.194761753082275391e+01,1.126304435729980469e+01,6.018598937988281250e+01,2.608301353454589844e+01,1.443840026855468750e+01,2.117811965942382812e+01,2.239525604248046875e+01,3.289999961853027344e+00,2.079301261901855469e+01,8.243623733520507812e+00,2.690000057220458984e+00,1.435133266448974609e+01,2.144377326965332031e+01,1.133433341979980469e+00,1.846999931335449219e+01,9.691157341003417969e+00,1.324311447143554688e+01,1.176456928253173828e+01,1.128399944305419922e+01
1.099435997009277344e+01,1.493286895751953125e+01,4.971229076385498047e+00,9.740270614624023438e+00,1.269547462463378906e+01,1.484543704986572266e+01,2.916584968566894531e+01,2.376000022888183594e+01,7.712500095367431641e+00,7.004086494445800781e+00,2.608702278137207031e+01,1.150170898437500000e+01,1.108988285064697266e+01,6.090364074707031250e+01,2.597868347167968750e+01,1.396627521514892578e+01,2.077344703674316406e+01,2.208471870422363281e+01,3.160000085830688477e+00,1.972968482971191406e+01,7.949497699737548828e+00,2.519999980926513672e+00,1.411424064636230469e+01,2.033052062988281250e+01,1.108170032501220703e+00,1.878000068664550781e+01,9.512585639953613281e+00,1.329789733886718750e+01,1.115940189361572266e+01,1.113049602508544922e+01
1.087655162811279297e+01,1.520131111145019531e+01,5.194729804992675781e+00,9.655512809753417969e+00,1.273418235778808594e+01,1.492379856109619141e+01,2.996683692932128906e+01,2.210000038146972656e+01,7.407499790191650391e+00,7.040902614593505859e+00,2.690841293334960938e+01,1.159372138977050781e+01,1.117269897460937500e+01,6.064075469970703125e+01,2.618735313415527344e+01,1.446415233612060547e+01,2.000005912780761719e+01,2.196598434448242188e+01,3.150000095367431641e+00,1.878266143798828125e+01,8.100532531738281250e+00,2.380000114440917969e+00,1.433651161193847656e+01,1.973739051818847656e+01,1.173255562782287598e+00,1.845999908447265625e+01,1.017378616333007812e+01,1.253869056701660156e+01,1.027423954010009766e+01,1.078435802459716797e+01
1.058141613006591797e+01,1.464142417907714844e+01,4.991547107696533203e+00,9.238777160644531250e+00,1.218456459045410156e+01,1.424465179443359375e+01,2.831532096862792969e+01,2.111000061035156250e+01,6.965000152587890625e+00,6.727972030639648438e+00,2.562103843688964844e+01,1.102040481567382812e+01,1.061557197570800781e+01,5.911300659179687500e+01,2.515892791748046875e+01,1.399202728271484375e+01,2.007200241088867188e+01,2.132664680480957031e+01,2.930000066757202148e+00,1.807654571533203125e+01,7.734855651855468750e+00,2.150000095367431641e+00,1.378082942962646484e+01,1.866063880920410156e+01,1.131720781326293945e+00,1.772999954223632812e+01,9.502932548522949219e+00,1.188905620574951172e+01,9.890364646911621094e+00,1.065192604064941406e+01
1.033960533142089844e+01,1.475646781921386719e+01,4.991547107696533203e+00,9.387111663818359375e+00,1.223875141143798828e+01,1.439267158508300781e+01,2.857130050659179688e+01,2.082999992370605469e+01,6.922500133514404297e+00,6.967272281646728516e+00,2.578689956665039062e+01,1.170697116851806641e+01,1.094683647155761719e+01,5.977384567260742188e+01,2.593395996093750000e+01,1.411220836639404297e+01,2.028783226013183594e+01,2.175591278076171875e+01,2.990000009536743164e+00,1.855836486816406250e+01,7.711011409759521484e+00,2.259999990463256836e+00,1.415128326416015625e+01,1.928114891052246094e+01,1.162550687789916992e+00,1.547999954223632812e+01,9.705637931823730469e+00,1.241345596313476562e+01,1.135811424255371094e+01,1.076028251647949219e+01
